filepath,xmin,xmax,ymin,ymax
./data/all/6a1937493e60b100.jpg,0,36,165,182
./data/all/6a1937493e60b100.jpg,916,993,126,145
./data/all/6a203a78eff34a6c.jpg,211,258,0,20
./data/all/6a36997541cfb41e.jpg,401,430,520,536
./data/all/6a373e78c5753c40.jpg,283,358,282,314
./data/all/6a812e6b60fdde84.jpg,130,867,140,553
./data/all/6a83427897b0304a.jpg,430,542,179,235
./data/all/6a83427897b0304a.jpg,933,954,145,154
./data/all/6a84cc60c6386e9a.jpg,259,640,240,428
./data/all/6ab52c7383025cb6.jpg,877,912,728,744
./data/all/6af54f0c4dc18d66.jpg,355,542,319,417
./data/all/6b0a6b50f5f53d04.jpg,13,34,956,970
./data/all/6b0a6b50f5f53d04.jpg,211,233,966,977
./data/all/6b0a6b50f5f53d04.jpg,438,460,970,986
./data/all/6b37169da6a543fe.jpg,446,469,204,219
./data/all/6b3abaabb8213218.jpg,48,88,452,467
./data/all/6b3e9fc69ebd6be5.jpg,176,314,380,460
./data/all/6b3fa7c35b2aeb97.jpg,356,386,621,637
./data/all/6b3fa7c35b2aeb97.jpg,375,438,671,704
./data/all/6b7d045911adec35.jpg,164,918,362,626
./data/all/6bb28d7dc1e0c703.jpg,211,262,327,370
./data/all/6bbc96199f423a0c.jpg,493,507,482,492
./data/all/6bc7075c28e7e8e5.jpg,403,579,372,404
./data/all/6bda9103d65b0ff6.jpg,68,357,723,767
./data/all/6c092d5c7056b9e5.jpg,591,705,551,578
./data/all/6c0be2bb62c5f31a.jpg,160,192,489,511
./data/all/6c0be2bb62c5f31a.jpg,409,438,486,503
./data/all/6c232dcd95d3654d.jpg,824,899,670,703
./data/all/6c2ea949c7d751e5.jpg,322,423,491,565
./data/all/6c2ea949c7d751e5.jpg,777,823,411,452
./data/all/6c3b971c384a41b3.jpg,0,54,492,519
./data/all/6c3b971c384a41b3.jpg,192,229,457,474
./data/all/6c3b971c384a41b3.jpg,360,375,445,453
./data/all/6c518466fefa1253.jpg,778,1022,405,666
./data/all/6c574f50b97b0fd6.jpg,401,550,641,679
./data/all/6c5e13a86f0dcce5.jpg,541,658,510,584
./data/all/6c71c55626eb254c.jpg,130,366,395,496
./data/all/6c84dd3e501dd048.jpg,445,578,333,404
./data/all/6c87e2bbaaf0f7ea.jpg,754,790,465,483
./data/all/6ca5a070ade11219.jpg,288,339,244,256
./data/all/6ca7a39ee82d9efa.jpg,212,262,558,574
./data/all/6cc69970a169733c.jpg,223,245,352,368
./data/all/6cc69970a169733c.jpg,328,401,475,512
./data/all/6cd4534521b3f547.jpg,0,14,280,298
./data/all/6cd4534521b3f547.jpg,365,422,277,298
./data/all/6cd4534521b3f547.jpg,755,810,280,298
./data/all/6cdc1c9df63a44e7.jpg,580,602,660,669
./data/all/6cdc1c9df63a44e7.jpg,902,928,685,698
./data/all/6cf4713c95d8e532.jpg,86,177,462,539
./data/all/6d0c590ec835f07b.jpg,289,368,430,450
./data/all/6d0de5f8caebbc5b.jpg,656,751,511,546
./data/all/6d11c56a80bf865a.jpg,707,857,252,302
./data/all/6d150ecbbedbfcb9.jpg,575,594,501,512
./data/all/6d150ecbbedbfcb9.jpg,925,945,511,526
./data/all/6d201c7a5f0fec10.jpg,652,681,867,885
./data/all/6d381f207c2472b4.jpg,178,790,214,521
./data/all/6d46d89fcf0630e2.jpg,364,502,393,453
./data/all/6d4e06176722735d.jpg,316,387,528,545
./data/all/6d5ac5e85c54f754.jpg,413,477,789,817
./data/all/6d696858bd9e998d.jpg,193,210,455,466
./data/all/6d6c67b8ad66934b.jpg,110,218,745,811
./data/all/6d99d28e0cf11e16.jpg,295,307,514,516
./data/all/6d99d28e0cf11e16.jpg,360,382,525,527
./data/all/6d99d28e0cf11e16.jpg,476,507,531,539
./data/all/6d99d28e0cf11e16.jpg,564,618,559,568
./data/all/6d99d28e0cf11e16.jpg,802,855,543,557
./data/all/6d99d28e0cf11e16.jpg,914,942,557,563
./data/all/6d9d7f552c82f04d.jpg,224,448,273,401
./data/all/6da05a717d4e7e85.jpg,196,224,335,348
./data/all/6dafa257be026121.jpg,63,90,390,405
./data/all/6dafa257be026121.jpg,392,440,390,415
./data/all/6dc4021354778091.jpg,271,289,442,457
./data/all/6dcae92394f61756.jpg,202,805,603,929
./data/all/6dd439cd2f1552ec.jpg,327,660,445,574
./data/all/6ddd96db12289faf.jpg,894,963,315,330
./data/all/6dede9b3a5fda13e.jpg,54,75,195,207
./data/all/6dede9b3a5fda13e.jpg,175,422,701,766
./data/all/6e09272a0044a362.jpg,601,638,416,427
./data/all/6e09272a0044a362.jpg,960,1023,495,536
./data/all/6e2241b63a33c101.jpg,411,431,514,525
./data/all/6e2241b63a33c101.jpg,536,557,514,525
./data/all/6e2241b63a33c101.jpg,630,659,538,547
./data/all/6e29317817685296.jpg,0,1022,0,514
./data/all/6e328f204bb5cca8.jpg,399,487,352,416
./data/all/6e328f204bb5cca8.jpg,803,863,409,448
./data/all/6e3aa29f5d583a99.jpg,628,765,262,307
./data/all/6e3b4cd845092f5d.jpg,167,254,411,479
./data/all/6e3d54cfee5941f4.jpg,51,996,134,629
./data/all/6e441ad86d07d288.jpg,319,387,556,573
./data/all/6e5cc19b474c8505.jpg,777,882,392,453
./data/all/6e608f8494f6bef6.jpg,51,945,132,589
./data/all/6e7402bf669e8e4a.jpg,211,261,668,684
./data/all/6e7402bf669e8e4a.jpg,768,805,640,655
./data/all/6e74453dda29d1da.jpg,0,226,304,387
./data/all/6e89abd329ad9e1d.jpg,160,227,369,463
./data/all/6e89abd329ad9e1d.jpg,104,143,285,305
./data/all/6e89abd329ad9e1d.jpg,510,519,133,138
./data/all/6e8a1fd2d95ba8f5.jpg,283,314,396,408
./data/all/6e8a1fd2d95ba8f5.jpg,419,445,415,426
./data/all/6e8a1fd2d95ba8f5.jpg,597,613,392,399
./data/all/6e8a1fd2d95ba8f5.jpg,625,650,399,410
./data/all/6e8a1fd2d95ba8f5.jpg,677,703,407,423
./data/all/6e8d940f771ad7f5.jpg,231,296,642,683
./data/all/6e8d940f771ad7f5.jpg,837,867,507,520
./data/all/6eaaea1b87881ee2.jpg,45,87,712,731
./data/all/6ebc58943b63970c.jpg,410,588,711,764
./data/all/6edba712a94a9c09.jpg,102,125,455,459
./data/all/6edba712a94a9c09.jpg,228,253,467,472
./data/all/6edba712a94a9c09.jpg,385,405,497,507
./data/all/6edba712a94a9c09.jpg,754,825,556,574
./data/all/6f05d1bba1454b88.jpg,390,445,693,724
./data/all/6f3bc68b92b80ff0.jpg,410,490,539,562
./data/all/6f6469b661188809.jpg,28,63,251,266
./data/all/6f6469b661188809.jpg,475,559,273,308
./data/all/6f755af2ec69acc9.jpg,92,711,300,661
./data/all/6f77e3391f857bca.jpg,74,102,590,606
./data/all/6f77e3391f857bca.jpg,235,276,547,570
./data/all/6f77e3391f857bca.jpg,844,895,537,564
./data/all/6f7b58dd8222cdd9.jpg,48,72,640,655
./data/all/6f7b58dd8222cdd9.jpg,723,742,576,584
./data/all/6faaf9956760627f.jpg,11,77,37,94
./data/all/6fab9d74a2e8c396.jpg,454,485,696,714
./data/all/6fbf7bf6697c2116.jpg,672,708,557,570
./data/all/6fc7e61e4e50220c.jpg,506,608,397,446
./data/all/6fd7b00bd0ccc42b.jpg,397,646,597,681
./data/all/6ff0477e5f1d66aa.jpg,889,934,134,167
./data/all/70071b59db057be0.jpg,111,135,356,367
./data/all/70071b59db057be0.jpg,826,856,335,351
./data/all/700dd2262e81e284.jpg,471,526,395,410
./data/all/701177c10dbec251.jpg,844,873,583,607
./data/all/701177c10dbec251.jpg,939,961,543,563
./data/all/7014c035d5d0b2f7.jpg,152,799,304,651
./data/all/7048b2463480323e.jpg,628,744,572,618
./data/all/704b7ae63f46e891.jpg,592,954,273,432
./data/all/708db09c98843b54.jpg,665,690,381,395
./data/all/70a08d13c10ea1d9.jpg,478,580,356,408
./data/all/70a08d13c10ea1d9.jpg,796,844,252,278
./data/all/70a5d6550f51c396.jpg,297,318,555,566
./data/all/70a5d6550f51c396.jpg,800,815,512,520
./data/all/70a5d6550f51c396.jpg,926,947,531,542
./data/all/70b1573e13b6ddcf.jpg,876,901,485,494
./data/all/70b3d7213a90d5aa.jpg,476,520,620,634
./data/all/70b3d7213a90d5aa.jpg,672,700,623,634
./data/all/70b3d7213a90d5aa.jpg,785,808,613,620
./data/all/70bfe0d3e95cf0d3.jpg,204,551,404,591
./data/all/70dd1bfc9310aef5.jpg,213,280,340,366
./data/all/70e5b48ca55df6a5.jpg,790,834,296,312
./data/all/70f440eb92a90d67.jpg,190,291,446,494
./data/all/70f440eb92a90d67.jpg,805,818,250,258
./data/all/7108c63bbab58532.jpg,113,140,592,612
./data/all/7108c63bbab58532.jpg,290,315,590,608
./data/all/7108c63bbab58532.jpg,405,425,603,619
./data/all/7108c63bbab58532.jpg,582,594,591,603
./data/all/7108c63bbab58532.jpg,735,745,576,585
./data/all/712eaae4732815e3.jpg,364,477,65,114
./data/all/7132ca8c96f6612a.jpg,140,192,630,662
./data/all/7132ca8c96f6612a.jpg,488,609,663,737
./data/all/714ad5a18fd399e6.jpg,132,153,236,248
./data/all/714ad5a18fd399e6.jpg,910,966,453,523
./data/all/714d5c2980e915e8.jpg,236,424,653,766
./data/all/716dd16f43024eb7.jpg,0,32,219,237
./data/all/716dd16f43024eb7.jpg,201,243,154,169
./data/all/716dd16f43024eb7.jpg,883,958,429,507
./data/all/7194ba9a1be02dfa.jpg,806,863,518,548
./data/all/719b36786b66f795.jpg,543,635,255,346
./data/all/71ce7a649289a63e.jpg,43,101,161,192
./data/all/71ce7a649289a63e.jpg,181,241,188,217
./data/all/71dc7a86ea0f5680.jpg,416,603,418,479
./data/all/71e40eddd38b2f18.jpg,240,336,758,791
./data/all/71e4b3b9498134f8.jpg,204,273,554,573
./data/all/71e4b3b9498134f8.jpg,878,908,314,322
./data/all/72007d1aa65f4c1c.jpg,872,1007,593,628
./data/all/720d44578b9dd447.jpg,206,243,19,33
./data/all/720f861adc5e4dba.jpg,25,95,531,560
./data/all/720f861adc5e4dba.jpg,389,508,606,642
./data/all/72720222cb5899b3.jpg,695,850,249,329
./data/all/72720222cb5899b3.jpg,29,49,152,168
./data/all/72720222cb5899b3.jpg,100,123,147,168
./data/all/727641c568768d9e.jpg,538,970,71,241
./data/all/7279c7d8ed89d2fa.jpg,187,340,797,840
./data/all/7279c7d8ed89d2fa.jpg,236,378,309,353
./data/all/727efc7df20c07e6.jpg,441,613,312,394
./data/all/72a929350a5c2b42.jpg,308,701,756,881
./data/all/72bb517754bce930.jpg,149,273,620,711
./data/all/72be309d13ab552e.jpg,459,528,636,682
./data/all/72cc8230e4193365.jpg,504,535,412,431
./data/all/72d0441c2ddffad8.jpg,473,589,351,404
./data/all/72e091be8b5712d3.jpg,129,185,430,479
./data/all/72e98fc5f722e508.jpg,14,997,37,539
./data/all/72ee94d81f100527.jpg,226,260,281,312
./data/all/7303ddcd9c5c2b13.jpg,886,914,462,471
./data/all/7303ddcd9c5c2b13.jpg,1003,1022,451,461
./data/all/730c09cdc49a106c.jpg,513,574,549,591
./data/all/731cf17803a8f2ff.jpg,192,323,362,415
./data/all/7353b3c8f7de2cfc.jpg,84,111,364,382
./data/all/7353b3c8f7de2cfc.jpg,459,573,489,527
./data/all/73571651ec8c3e1c.jpg,236,291,431,454
./data/all/735e3fbca7b2e795.jpg,663,724,453,487
./data/all/739b4175d5bd5986.jpg,255,454,532,574
./data/all/73becb092f54e550.jpg,156,212,570,606
./data/all/73becb092f54e550.jpg,806,865,486,517
./data/all/73da3f068082a32b.jpg,95,127,661,671
./data/all/73da3f068082a32b.jpg,233,261,645,655
./data/all/73da3f068082a32b.jpg,339,355,629,640
./data/all/73da3f068082a32b.jpg,584,615,663,675
./data/all/73da3f068082a32b.jpg,671,698,645,652
./data/all/741a91aebd56f96c.jpg,317,376,274,295
./data/all/741b7cda4e9a6c05.jpg,241,291,614,635
./data/all/742142878b1c1de6.jpg,18,61,277,296
./data/all/742f7e3c711f5195.jpg,472,588,517,547
./data/all/7442ebefd661f01c.jpg,620,641,761,783
./data/all/7442ebefd661f01c.jpg,850,899,832,851
./data/all/74573609760be750.jpg,38,163,758,834
./data/all/747585382da79f10.jpg,428,476,520,535
./data/all/747585382da79f10.jpg,858,917,550,570
./data/all/7483b800a28c05ec.jpg,798,831,424,439
./data/all/749a563db49d2366.jpg,58,120,289,314
./data/all/749a563db49d2366.jpg,802,874,499,571
./data/all/74a95800fd810542.jpg,564,656,156,175
./data/all/74ad34de0c949308.jpg,349,402,849,865
./data/all/74cd8103eb4c527e.jpg,0,48,365,457
./data/all/74de497b79048c3d.jpg,22,137,460,540
./data/all/74de497b79048c3d.jpg,825,878,383,407
./data/all/75032f9afd40b486.jpg,719,757,402,439
./data/all/75112755452f33a2.jpg,253,289,405,424
./data/all/752e5da8fb428a99.jpg,817,886,404,462
./data/all/75302e2154b467af.jpg,403,540,532,608
./data/all/7546744f4a3a7754.jpg,640,822,259,375
./data/all/7554d19a56edc2d5.jpg,69,165,272,325
./data/all/758eb0bf41916b7c.jpg,497,613,644,664
./data/all/75c29ac4c6544a07.jpg,576,770,517,625
./data/all/593530c18dfa2497.jpg,914,1012,746,764
./data/all/5a5a11676c3b7e60.jpg,691,772,593,616
./data/all/5b70a41278684844.jpg,928,1000,386,468
./data/all/5b70a41278684844.jpg,0,96,466,524
./data/all/5c15c3edac446970.jpg,270,302,500,521
./data/all/5c15c3edac446970.jpg,959,1022,660,734
./data/all/5d4565b9c9523a1a.jpg,212,251,571,591
./data/all/5d4565b9c9523a1a.jpg,800,826,543,552
./data/all/5e2ed81ccffae3bf.jpg,653,684,397,422
./data/all/5f921c9c4b4a2ec5.jpg,0,102,621,664
./data/all/607ae02646d4675e.jpg,179,833,335,670
./data/all/614ae345aac19440.jpg,234,400,477,535
./data/all/6208ea5f7adf9bea.jpg,175,223,449,472
./data/all/6208ea5f7adf9bea.jpg,916,943,334,343
./data/all/62cc5e43d3f83b55.jpg,517,608,391,435
./data/all/63a42349961db1c3.jpg,26,209,637,678
./data/all/644a237732c0c2ae.jpg,740,778,667,679
./data/all/644a237732c0c2ae.jpg,963,1011,709,729
./data/all/6508d0fa0446843a.jpg,346,655,387,505
./data/all/75d5b2d104303f81.jpg,712,796,538,591
./data/all/75f45ef2a5952617.jpg,47,926,188,559
./data/all/75f495507d25b1ff.jpg,237,295,571,604
./data/all/760c05358ea93975.jpg,65,97,355,363
./data/all/760c05358ea93975.jpg,329,410,652,679
./data/all/761911e6d087a820.jpg,599,622,472,482
./data/all/7626410ab827db72.jpg,67,98,738,754
./data/all/7626410ab827db72.jpg,345,372,711,723
./data/all/7626410ab827db72.jpg,617,644,712,730
./data/all/7626410ab827db72.jpg,908,934,716,735
./data/all/7628673cc91ce2a9.jpg,501,540,626,640
./data/all/7649405ef013a290.jpg,0,136,615,667
./data/all/764cf60325310f3e.jpg,380,410,609,626
./data/all/76542c19fc06b364.jpg,933,991,540,556
./data/all/765d0b9f5bfa18a3.jpg,250,311,626,646
./data/all/765d0b9f5bfa18a3.jpg,787,847,647,668
./data/all/76611972ef9f8d6a.jpg,738,767,558,570
./data/all/76673c0158c2cfdf.jpg,644,806,569,698
./data/all/7673862c7d077020.jpg,330,787,355,591
./data/all/767937e457e92ada.jpg,57,118,453,476
./data/all/767937e457e92ada.jpg,338,385,515,546
./data/all/767937e457e92ada.jpg,910,954,517,559
./data/all/768af5dd17c4b43d.jpg,14,1009,112,641
./data/all/768f4e2df4f13edb.jpg,616,693,245,277
./data/all/769583cc162bb07f.jpg,8,131,57,340
./data/all/76beb77ee9d871c6.jpg,183,776,173,443
./data/all/771655bec24ace6a.jpg,427,460,491,502
./data/all/771d155cc37bb8c8.jpg,95,174,412,478
./data/all/771d155cc37bb8c8.jpg,950,1014,271,288
./data/all/771e48e3e78b8f80.jpg,305,341,534,546
./data/all/771e48e3e78b8f80.jpg,533,562,536,547
./data/all/771e48e3e78b8f80.jpg,799,846,553,566
./data/all/77223d7412a7b649.jpg,598,860,252,436
./data/all/778446cf6ae411d8.jpg,239,372,550,590
./data/all/778446cf6ae411d8.jpg,241,371,562,578
./data/all/7787aad86f31872c.jpg,509,737,401,538
./data/all/7787aad86f31872c.jpg,31,79,385,416
./data/all/778b68ea881bd33c.jpg,273,397,629,701
./data/all/778c772523d5d796.jpg,371,399,477,492
./data/all/7791b41d8d0c6feb.jpg,36,876,271,706
./data/all/7793241a02f40185.jpg,928,988,684,700
./data/all/77aaf6f1edafb7e5.jpg,936,954,419,430
./data/all/77f48276ba5fba22.jpg,39,59,268,278
./data/all/7801546f01719bde.jpg,538,613,451,467
./data/all/780a5a1951ef6f70.jpg,75,106,404,458
./data/all/780a5a1951ef6f70.jpg,732,748,243,253
./data/all/780a5a1951ef6f70.jpg,800,821,249,261
./data/all/7817525097ba8003.jpg,345,604,366,432
./data/all/781ac831b0c88197.jpg,373,637,633,774
./data/all/781ac831b0c88197.jpg,494,696,525,630
./data/all/7822563fb09e413c.jpg,68,143,178,264
./data/all/783446ecd04aeb87.jpg,91,989,286,762
./data/all/78650d0eefbd5193.jpg,401,482,717,765
./data/all/787774688d08c491.jpg,55,94,81,96
./data/all/787774688d08c491.jpg,393,532,410,465
./data/all/78792427dc77c4ba.jpg,114,199,622,647
./data/all/78792427dc77c4ba.jpg,336,352,583,599
./data/all/78792427dc77c4ba.jpg,824,872,587,607
./data/all/788d5ed1639c9a27.jpg,680,739,912,926
./data/all/7892f62c41dd60a8.jpg,13,36,447,460
./data/all/7892f62c41dd60a8.jpg,130,157,435,444
./data/all/7892f62c41dd60a8.jpg,277,298,443,452
./data/all/7892f62c41dd60a8.jpg,368,383,393,400
./data/all/7892f62c41dd60a8.jpg,489,546,547,563
./data/all/7892f62c41dd60a8.jpg,677,689,448,461
./data/all/7892f62c41dd60a8.jpg,811,844,508,523
./data/all/7892f62c41dd60a8.jpg,872,896,489,510
./data/all/789d45559e9e9488.jpg,146,270,347,384
./data/all/78a02a7f50a64d03.jpg,59,143,547,655
./data/all/78a02a7f50a64d03.jpg,725,745,585,598
./data/all/78af78e7f1f73ff1.jpg,631,678,849,884
./data/all/78f77759227fb606.jpg,809,845,497,515
./data/all/79206d271b86fd56.jpg,392,540,351,434
./data/all/79223f2cf1d4e240.jpg,101,134,417,465
./data/all/792b134d8a31e95e.jpg,152,341,241,333
./data/all/793db5002e98e2d5.jpg,141,171,357,368
./data/all/793db5002e98e2d5.jpg,274,307,386,400
./data/all/7941bd800db87b79.jpg,756,766,319,331
./data/all/79432e9d01231973.jpg,0,26,408,431
./data/all/79432e9d01231973.jpg,656,786,402,445
./data/all/797d9e2686799f47.jpg,693,723,912,943
./data/all/7988f45b30af8572.jpg,183,305,657,688
./data/all/7988f45b30af8572.jpg,567,609,525,539
./data/all/7988f45b30af8572.jpg,955,1022,553,574
./data/all/799fbb4583649ecd.jpg,539,570,647,663
./data/all/799fbb4583649ecd.jpg,766,812,638,654
./data/all/79c67b26d8e6d726.jpg,327,436,401,433
./data/all/79c6d4bf9082b322.jpg,233,251,444,466
./data/all/79c6d4bf9082b322.jpg,243,265,409,423
./data/all/79c6d4bf9082b322.jpg,828,858,381,402
./data/all/79cbe444276b00b4.jpg,807,929,509,557
./data/all/79cbe444276b00b4.jpg,969,1022,311,342
./data/all/79d46e80ff8cdd96.jpg,248,355,325,373
./data/all/79d46e80ff8cdd96.jpg,734,753,258,274
./data/all/79d64a56ea6e0a17.jpg,82,130,486,543
./data/all/79dc8011afb1e995.jpg,120,155,912,929
./data/all/79dc8011afb1e995.jpg,302,340,915,934
./data/all/79dc8011afb1e995.jpg,470,500,899,915
./data/all/79dc8011afb1e995.jpg,607,631,929,942
./data/all/79e06684ae0ec93f.jpg,884,948,423,476
./data/all/7a01e51669e2dab6.jpg,249,331,484,511
./data/all/7a111f7f52c2bf41.jpg,354,374,503,517
./data/all/7a1f86b397cd37aa.jpg,319,594,438,512
./data/all/7a2194fb910c134a.jpg,10,21,556,562
./data/all/7a2194fb910c134a.jpg,99,114,551,558
./data/all/7a2194fb910c134a.jpg,356,373,549,557
./data/all/7a2194fb910c134a.jpg,847,876,563,572
./data/all/7a28ed403416ffed.jpg,94,163,692,751
./data/all/7a4f2735fc2f3950.jpg,493,520,527,544
./data/all/7a5d00bda0ac7cac.jpg,704,730,197,206
./data/all/7a5d00bda0ac7cac.jpg,909,960,221,238
./data/all/7a5eec9a5c1473eb.jpg,934,991,416,445
./data/all/7a667f9b05c5dd48.jpg,104,121,575,594
./data/all/7a667f9b05c5dd48.jpg,677,696,573,585
./data/all/7a667f9b05c5dd48.jpg,806,829,561,572
./data/all/7a67c746dcee93dd.jpg,360,406,994,1006
./data/all/7a6b747015638b95.jpg,24,58,433,472
./data/all/7a7cbf6c1c03fb16.jpg,371,500,381,429
./data/all/7a7cbf6c1c03fb16.jpg,813,847,250,265
./data/all/7a8cc0dd8545997b.jpg,255,273,630,645
./data/all/7ab0bbb2d0a6b720.jpg,964,1013,664,678
./data/all/7ab11ceaf2ab9540.jpg,728,851,687,716
./data/all/7ab25f9ef1520a47.jpg,569,605,487,496
./data/all/7aca6e1cdcbf18fd.jpg,742,766,292,315
./data/all/7acb16e71dcc0fab.jpg,361,679,418,553
./data/all/7acbc04da5fe7676.jpg,676,706,552,568
./data/all/7ad193080f40922e.jpg,529,552,585,593
./data/all/7ad193080f40922e.jpg,947,980,580,590
./data/all/7ad1c2cd5f6b48db.jpg,501,717,383,523
./data/all/7ad618b281fc21d0.jpg,761,827,456,521
./data/all/7afc786eaffa356c.jpg,25,195,618,682
./data/all/7b12b7d78c3ac30f.jpg,34,82,221,230
./data/all/7b12b7d78c3ac30f.jpg,748,784,209,224
./data/all/7b298fdfdcd6c2b4.jpg,382,678,652,828
./data/all/7b298fdfdcd6c2b4.jpg,60,353,655,818
./data/all/7b298fdfdcd6c2b4.jpg,71,356,487,650
./data/all/7b298fdfdcd6c2b4.jpg,82,367,322,469
./data/all/7b298fdfdcd6c2b4.jpg,92,369,185,324
./data/all/7b298fdfdcd6c2b4.jpg,103,376,38,188
./data/all/7b298fdfdcd6c2b4.jpg,368,664,492,649
./data/all/7b298fdfdcd6c2b4.jpg,371,675,826,996
./data/all/7b298fdfdcd6c2b4.jpg,381,663,326,484
./data/all/7b298fdfdcd6c2b4.jpg,391,668,188,329
./data/all/7b298fdfdcd6c2b4.jpg,400,666,49,181
./data/all/7b298fdfdcd6c2b4.jpg,681,1001,679,834
./data/all/7b298fdfdcd6c2b4.jpg,687,978,508,673
./data/all/7b298fdfdcd6c2b4.jpg,688,972,363,507
./data/all/7b298fdfdcd6c2b4.jpg,700,975,55,196
./data/all/7b298fdfdcd6c2b4.jpg,702,978,213,359
./data/all/7b3bb40401899575.jpg,183,217,555,563
./data/all/7b5acdd928a460fc.jpg,56,123,712,728
./data/all/7b5acdd928a460fc.jpg,183,211,475,481
./data/all/7b5acdd928a460fc.jpg,606,650,588,600
./data/all/7b5acdd928a460fc.jpg,608,628,450,452
./data/all/7b64779ebb7f7427.jpg,424,483,430,451
./data/all/7b67b0f6d2bfe34d.jpg,261,451,300,346
./data/all/7b6890d8e5e24b35.jpg,485,514,489,499
./data/all/7b77dbbc71105e1c.jpg,374,661,302,387
./data/all/7b7c73aeefd5dd3b.jpg,241,277,264,275
./data/all/7b7c73aeefd5dd3b.jpg,455,486,228,237
./data/all/7b7c73aeefd5dd3b.jpg,920,1023,682,750
./data/all/7b8842c0e2bacbd6.jpg,305,460,365,409
./data/all/7b8c2e464bc57635.jpg,912,982,535,556
./data/all/7b962ae23b4a0bc5.jpg,68,113,363,376
./data/all/7b9a1b0a2f71bba8.jpg,462,482,638,651
./data/all/7b9a1b0a2f71bba8.jpg,611,627,619,627
./data/all/7b9a1b0a2f71bba8.jpg,707,723,605,613
./data/all/7b9a1b0a2f71bba8.jpg,769,782,613,623
./data/all/7b9a1b0a2f71bba8.jpg,873,883,590,598
./data/all/7ba261fa3e5d8bce.jpg,103,158,662,678
./data/all/7ba37a9ef95be1be.jpg,763,846,457,482
./data/all/7ba57d455eaa92ed.jpg,645,763,412,470
./data/all/7bc934ccabf502a5.jpg,403,612,312,436
./data/all/7bcbbbcfb873a0bc.jpg,165,256,463,501
./data/all/7bee96d2fc48425b.jpg,598,665,467,488
./data/all/7bee96d2fc48425b.jpg,994,1021,461,487
./data/all/7bf9a7c321d93dc7.jpg,129,215,582,625
./data/all/7c101863318bc78f.jpg,253,317,288,308
./data/all/7c1ed29b9e486784.jpg,269,361,393,454
./data/all/7c4415f7c9ba5085.jpg,326,360,541,556
./data/all/7c4415f7c9ba5085.jpg,454,476,548,556
./data/all/7c4415f7c9ba5085.jpg,667,704,550,564
./data/all/7c48c26e940007fd.jpg,925,973,595,623
./data/all/7c63736213b8f0fa.jpg,126,278,370,495
./data/all/7c6a8208d4406219.jpg,199,487,708,804
./data/all/7c6b4a3b18519090.jpg,326,444,773,807
./data/all/7c7c5b256f8a49d7.jpg,10,47,928,945
./data/all/7c7c5b256f8a49d7.jpg,498,518,961,983
./data/all/7c7c5b256f8a49d7.jpg,659,681,957,979
./data/all/7c7ed5c12c068d54.jpg,984,1021,420,488
./data/all/7cbce31c4d6377e6.jpg,307,337,566,575
./data/all/7cca5e7ecc2e7266.jpg,401,622,425,475
./data/all/7cca9324c6744632.jpg,351,370,519,531
./data/all/7cd0741d83b74dd5.jpg,109,873,333,735
./data/all/7ce3ef69e71b1037.jpg,211,259,519,540
./data/all/7ce525754b4ac61b.jpg,45,93,559,586
./data/all/7ce525754b4ac61b.jpg,765,781,468,477
./data/all/7ce525754b4ac61b.jpg,926,939,475,487
./data/all/7d326e00752fe9d1.jpg,385,466,337,383
./data/all/7d490acc72896c88.jpg,571,653,613,696
./data/all/7d490acc72896c88.jpg,56,82,490,535
./data/all/7d77b23e489dc89a.jpg,403,463,522,558
./data/all/7d9cde3188dcc105.jpg,558,695,373,408
./data/all/7db2853cd924fa8f.jpg,155,241,491,553
./data/all/7dbe0a1bd146afc8.jpg,262,300,465,494
./data/all/7dbebb41f99871fd.jpg,773,784,940,945
./data/all/7dd106630d256f80.jpg,332,347,283,296
./data/all/7dd523468cee4815.jpg,116,183,376,419
./data/all/7de8aec80d764550.jpg,223,245,186,192
./data/all/7de8aec80d764550.jpg,289,301,160,165
./data/all/7de8aec80d764550.jpg,683,789,341,397
./data/all/7de8bd6d8bd9f7b0.jpg,369,399,365,378
./data/all/7de8bd6d8bd9f7b0.jpg,944,999,405,420
./data/all/7df2af50b9bea766.jpg,894,1022,617,662
./data/all/7df36614bbed0d05.jpg,389,408,522,530
./data/all/7dff09f5508cc0a1.jpg,327,352,232,240
./data/all/7e33cb90a5c83b91.jpg,151,374,268,353
./data/all/7e48332ff5093b62.jpg,749,833,326,402
./data/all/7e48332ff5093b62.jpg,882,903,181,191
./data/all/7e837bf3a3111475.jpg,603,719,456,510
./data/all/7e87b3dc35faff09.jpg,526,670,585,642
./data/all/7e919f27fca6f304.jpg,152,313,382,431
./data/all/7e919f27fca6f304.jpg,867,1022,389,439
./data/all/7eb26c3f0ec80800.jpg,192,928,314,636
./data/all/7ed60dec47baa230.jpg,179,231,542,580
./data/all/7ed705d904b196d6.jpg,327,549,507,590
./data/all/7ee05725e34a7dab.jpg,74,140,432,474
./data/all/7ee59038cdf9ab1c.jpg,362,686,222,505
./data/all/7efcf960082cd499.jpg,397,504,591,622
./data/all/7efcf960082cd499.jpg,749,795,567,581
./data/all/7f0000ba1f5ec8d8.jpg,189,221,536,548
./data/all/7f1168eb7b402056.jpg,412,607,397,447
./data/all/7f16e53107664dcb.jpg,876,953,394,466
./data/all/7f1d40635f754f20.jpg,0,30,430,447
